scale,sample_id,calculated_independent_kappa_rmse,rmse_ratio_to_refit,passes_absolute_rmse_lt_005,passes_refit_ratio_lte_15,passes_joint_gate
0.0,402,0.02398311074013498,1.2413588440106615,True,True,True
0.0,403,0.02398311074013498,1.2413588440106615,True,True,True
0.0,404,0.02398311074013498,1.2413588440106615,True,True,True
0.0,405,0.02398311074013498,1.2413588440106615,True,True,True
0.0,406,0.02398311074013498,1.2413588440106615,True,True,True
0.0,407,0.02398311074013498,1.2413588440106615,True,True,True
0.0,408,0.02398311074013498,1.2413588440106615,True,True,True
0.0,409,0.02398311074013498,1.2413588440106615,True,True,True
0.0,410,0.02398311074013498,1.2413588440106615,True,True,True
0.0,411,0.02398311074013498,1.2413588440106615,True,True,True
0.0,412,0.02398311074013498,1.2413588440106615,True,True,True
0.0,413,0.02398311074013498,1.2413588440106615,True,True,True
0.0,414,0.02398311074013498,1.2413588440106615,True,True,True
0.0,415,0.02398311074013498,1.2413588440106615,True,True,True
0.0,416,0.02398311074013498,1.2413588440106615,True,True,True
0.0,417,0.02398311074013498,1.2413588440106615,True,True,True
0.0,418,0.02398311074013498,1.2413588440106615,True,True,True
0.0,419,0.02398311074013498,1.2413588440106615,True,True,True
0.0,420,0.02398311074013498,1.2413588440106615,True,True,True
0.0,421,0.02398311074013498,1.2413588440106615,True,True,True
0.0,422,0.02398311074013498,1.2413588440106615,True,True,True
0.0,423,0.02398311074013498,1.2413588440106615,True,True,True
0.0,424,0.02398311074013498,1.2413588440106615,True,True,True
0.0,425,0.02398311074013498,1.2413588440106615,True,True,True
0.0,426,0.02398311074013498,1.2413588440106615,True,True,True
0.0,427,0.02398311074013498,1.2413588440106615,True,True,True
0.0,428,0.02398311074013498,1.2413588440106615,True,True,True
0.0,429,0.02398311074013498,1.2413588440106615,True,True,True
0.0,430,0.02398311074013498,1.2413588440106615,True,True,True
0.0,431,0.02398311074013498,1.2413588440106615,True,True,True
0.0,432,0.02398311074013498,1.2413588440106615,True,True,True
0.0,433,0.02398311074013498,1.2413588440106615,True,True,True
0.0,434,0.02398311074013498,1.2413588440106615,True,True,True
0.0,435,0.02398311074013498,1.2413588440106615,True,True,True
0.0,436,0.02398311074013498,1.2413588440106615,True,True,True
0.0,437,0.02398311074013498,1.2413588440106615,True,True,True
0.0,438,0.02398311074013498,1.2413588440106615,True,True,True
0.0,439,0.02398311074013498,1.2413588440106615,True,True,True
0.0,440,0.02398311074013498,1.2413588440106615,True,True,True
0.0,441,0.02398311074013498,1.2413588440106615,True,True,True
0.0,442,0.02398311074013498,1.2413588440106615,True,True,True
0.0,443,0.02398311074013498,1.2413588440106615,True,True,True
0.0,444,0.02398311074013498,1.2413588440106615,True,True,True
0.0,445,0.02398311074013498,1.2413588440106615,True,True,True
0.0,446,0.02398311074013498,1.2413588440106615,True,True,True
0.0,447,0.02398311074013498,1.2413588440106615,True,True,True
0.0,448,0.02398311074013498,1.2413588440106615,True,True,True
0.0,449,0.02398311074013498,1.2413588440106615,True,True,True
0.0,450,0.02398311074013498,1.2413588440106615,True,True,True
